Notes,Jurisdiction,Jurisdiction_Long,GearType,Stakeholders,Index,Species,RPC-,DirectImpacts-PersonalIncomeMultipliers_000_2006,IndirectImpacts-PersonalIncomeMultipliers_000_2006,InducedImpacts-PersonalIncomeMultipliers_000_2006,TotalImpacts-PersonalIncomeMultipliers_000_2006,DirectImpacts-OutputMultipliers_000_2006,IndirectImpacts-OutputMultipliers_000_2006,InducedImpacts-OutputMultipliers_000_2006,TotalImpacts-OutputMultipliers_000_2006,DirectImpacts-EmploymentMultipliers_000_2006,IndirectImpacts-EmploymentMultipliers_000_2006,InducedImpacts-EmploymentMultipliers_000_2006,TotalImpacts-EmploymentMultipliers_000_2006,DirectImpacts-PersonalIncomeImpacts_000_2006,IndirectImpacts-PersonalIncomeImpacts_000_2006,InducedImpacts-PersonalIncomeImpacts_000_2006,TotalImpacts-PersonalIncomeImpacts_000_2006,DirectImpacts-OutputImpacts_000_2006,IndirectImpacts-OutputImpacts_000_2006,InducedImpacts-OutputImpacts_000_2006,TotalImpacts-OutputImpacts_000_2006,DirectImpacts-EmploymentImpacts_Full-part-timejobs,IndirectImpacts-EmploymentImpacts_Full-part-timejobs,InducedImpacts-EmploymentImpacts_Full-part-timejobs,TotalImpacts-EmploymentImpacts_Full-part-timejobs,DirectImpacts-ValueAdded,IndirectImpacts-ValueAdded,InducedImpacts-ValueAdded,TotalImpacts-ValueAdded
,CT,Connecticut,,Harvesters,9, Halibut ,0.66,0.54,0.18,0.15,0.87,1,0.46,0.45,1.91,16.13,2.57,3,21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Harvesters,10, Menhaden & Industrial ,0.48,0.23,0.33,0.13,0.68,1,0.84,0.36,2.2,11.86,4.31,2.39,18.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Harvesters,11, Salmon ,0.72,0.62,0.17,0.17,0.95,1,0.43,0.5,1.92,16.13,2.4,3.29,21.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Harvesters,12, Sea Scallop ,0.69,0.69,0.11,0.17,0.97,1,0.31,0.5,1.81,26.31,1.6,3.34,31.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Harvesters,13,Pelagic Herring and Mackerel,0.59,0.48,0.18,0.14,0.79,1,0.46,0.41,1.87,16.98,2.57,2.74,22.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Harvesters,14, Surf Clam/Ocean Quahog  ,0.67,0.41,0.24,0.14,0.8,1,0.56,0.42,1.97,16.13,3.17,2.76,22.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Harvesters,15, Other Trawl  ,0.55,0.36,0.27,0.14,0.77,1,0.69,0.4,2.09,16.13,3.54,2.68,22.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Harvesters,16, All Other Finfish   ,0.7,0.6,0.17,0.16,0.94,1,0.42,0.49,1.91,16.13,2.35,3.23,21.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Harvesters,17, All Other Shellfish   ,0.69,0.59,0.17,0.16,0.92,1,0.43,0.48,1.91,6.33,16.13,3.19,25.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Harvesters,18, Freshwater  ,0.54,0.33,0.3,0.14,0.76,1,0.74,0.4,2.13,16.13,4.35,2.64,23.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Harvesters,19, Inshore and Miscellaneous ,0.58,0.34,0.3,0.14,0.78,1,0.71,0.41,2.11,16.13,5.43,2.7,24.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Harvesters,20, Bait ,0.49,0.24,0.32,0.13,0.69,1,0.82,0.36,2.18,16.13,4.24,2.42,22.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,Mark-up on seafood inputs,128.90%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,CT,Connecticut,,Processors,1, Shrimp ,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,2, Crab ,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.08,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,3, Lobster ,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,4, East Coast Groundfish  ,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,5, HMS  ,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,6, Reef Fish ,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,7, West Coast Groundfish  ,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,8,West Coast Whiting,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,9, Halibut ,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.62,3.15,13.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,10, Menhaden & Industrial ,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,11, Salmon ,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,12, Sea Scallop ,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,13,Pelagic Herring and Mackerel,0.67,0.34,0.23,0.16,0.73,1,0.6,0.47,2.07,5.44,4.47,3.15,13.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,14, Surf Clam/Ocean Quahog  ,0.67,0.34,0.05,0.16,0.55,0.48,0.12,0.47,1.07,3.82,0.65,3.15,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,15, Other Trawl  ,0.67,0.34,0.05,0.16,0.55,0.48,0.12,0.47,1.07,3.82,0.65,3.15,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,16, All Other Finfish   ,0.67,0.34,0.05,0.16,0.55,0.48,0.12,0.47,1.07,3.82,0.65,3.15,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,17, All Other Shellfish   ,0.67,0.34,0.05,0.16,0.55,0.48,0.12,0.47,1.07,3.82,0.65,3.15,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,18, Freshwater  ,0.67,0.34,0.05,0.16,0.55,0.48,0.12,0.47,1.07,3.82,0.65,3.15,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,19, Inshore and Miscellaneous ,0.67,0.34,0.05,0.16,0.55,0.48,0.12,0.47,1.07,3.82,0.65,3.15,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,20, Bait ,0.67,0.34,0.05,0.16,0.55,0.48,0.12,0.47,1.07,3.82,0.65,3.15,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Processors,Mark-up on seafood inputs,62.70%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,CT,Connecticut,,Wholesalers,1, Shrimp ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,2, Crab ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,3, Lobster ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,4, East Coast Groundfish  ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,5, HMS  ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,6, Reef Fish ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,7, West Coast Groundfish  ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,8,West Coast Whiting,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,9, Halibut ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,10, Menhaden & Industrial ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,11, Salmon ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,12, Sea Scallop ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,13,Pelagic Herring and Mackerel,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,14, Surf Clam/Ocean Quahog  ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,15, Other Trawl  ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,16, All Other Finfish   ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,17, All Other Shellfish   ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,18, Freshwater  ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,19, Inshore and Miscellaneous ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,20, Bait ,0.7,0.75,0.26,0.14,1.15,1,0.73,0.4,2.13,9.14,3.71,2.68,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Wholesalers,Mark-up on seafood inputs,33.40%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,CT,Connecticut,,Grocers,1, Shrimp ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,2, Crab ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,3, Lobster ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,4, East Coast Groundfish  ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,5, HMS  ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,6, Reef Fish ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,7, West Coast Groundfish  ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,8,West Coast Whiting,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,9, Halibut ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,10, Menhaden & Industrial ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,11, Salmon ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,12, Sea Scallop ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,13,Pelagic Herring and Mackerel,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,14, Surf Clam/Ocean Quahog  ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,15, Other Trawl  ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,16, All Other Finfish   ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,17, All Other Shellfish   ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,18, Freshwater  ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,19, Inshore and Miscellaneous ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,20, Bait ,0.72,0.88,0.21,0.17,1.26,1,0.49,0.5,1.99,34.55,2.77,3.3,40.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Grocers,Mark-up on seafood inputs,182.40%,,,,,NA,,,,NA,,,,NA,,,,,,,,,,,,,,,,
,CT,Connecticut,,Restaurants,1, Shrimp ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,2, Crab ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,3, Lobster ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,4, East Coast Groundfish  ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,5, HMS  ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,6, Reef Fish ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,7, West Coast Groundfish  ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,8,West Coast Whiting,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,9, Halibut ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,10, Menhaden & Industrial ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,11, Salmon ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,12, Sea Scallop ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,13,Pelagic Herring and Mackerel,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,14, Surf Clam/Ocean Quahog  ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,15, Other Trawl  ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,16, All Other Finfish   ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,17, All Other Shellfish   ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,18, Freshwater  ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,19, Inshore and Miscellaneous ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,CT,Connecticut,,Restaurants,20, Bait ,0.8,0.56,0.19,0.18,0.93,1,0.53,0.54,2.07,24.63,3.03,3.56,31.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,DE,Delaware,,Harvesters,1, Shrimp ,0.68,0.54,0.14,0.14,0.82,1,0.51,0.42,1.94,16.13,1.75,3.15,21.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,DE,Delaware,,Harvesters,2, Crab ,0.68,0.46,0.19,0.13,0.79,1,0.59,0.41,2,16.13,2.37,3.01,21.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,DE,Delaware,,Harvesters,3, Lobster ,0.72,0.43,0.17,0.12,0.71,1,0.67,0.37,2.04,8.48,6.05,2.74,17.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,DE,Delaware,,Harvesters,4, East Coast Groundfish  ,0.69,0.42,0.17,0.12,0.72,1,0.64,0.37,2.01,59.7,2.84,2.74,65.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,DE,Delaware,,Harvesters,5, HMS  ,0.58,0.36,0.25,0.12,0.73,1,0.72,0.37,2.09,16.13,3.86,2.76,22.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,DE,Delaware,,Harvesters,6, Reef Fish ,0.61,0.41,0.25,0.13,0.8,1,0.65,0.41,2.06,16.13,3.73,3.04,22.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,DE,Delaware,,Harvesters,7, West Coast Groundfish  ,0.7,0.48,0.17,0.13,0.79,1,0.57,0.41,1.97,16.13,2.12,3.02,21.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,DE,Delaware,,Harvesters,8,West Coast Whiting,0.7,0.48,0.17,0.13,0.79,1,0.57,0.41,1.97,16.13,2.12,3.02,21.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,DE,Delaware,,Harvesters,9, Halibut ,0.69,0.54,0.14,0.14,0.81,1,0.51,0.42,1.94,16.13,1.94,3.13,21.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,DE,Delaware,,Harvesters,10, Menhaden & Industrial ,0.51,0.23,0.32,0.11,0.65,1,0.85,0.33,2.18,11.86,3.53,2.46,17.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,DE,Delaware,,Harvesters,11, Salmon ,0.71,0.62,0.13,0.15,0.9,1,0.43,0.47,1.9,16.13,1.89,3.48,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
